Blood group antigen proteins	CD markers	Cancer-related genes	Candidate cardiovascular disease genes	Citric acid cycle related proteins	Disease related genes	Enzymes	FDA approved drug targets	G-protein coupled receptors	Nuclear receptors	Plasma proteins	Potential drug targets	Predicted intracellular proteins	Predicted membrane proteins	Predicted secreted proteins	RAS pathway related proteins	RNA polymerase related proteins	Ribosomal proteins	Transcription factors	Transporters	Voltage-gated ion channels
0	9	36	5	0	85	82	10	17	1	87	28	381	134	80	2	1	3	36	38	3
1	19	52	6	2	94	89	21	23	1	93	31	356	146	73	10	3	3	44	35	1
1	7	32	2	0	106	80	21	18	2	79	29	357	161	70	2	1	3	47	42	4
3	13	45	7	0	94	84	17	18	1	90	29	377	139	71	4	0	5	32	34	3
2	12	42	5	0	98	81	22	23	2	89	29	347	156	85	7	0	7	39	37	5
0	14	32	5	1	83	73	15	18	2	91	26	358	150	82	4	1	1	30	34	2
2	6	34	3	0	82	84	21	20	1	67	23	355	172	71	1	0	2	31	44	7
0	14	33	4	0	93	84	20	25	1	86	25	370	149	73	2	0	6	44	36	1
0	15	44	2	2	106	77	10	16	1	91	29	385	140	73	4	0	3	48	31	3
2	8	40	5	1	84	76	17	15	1	84	26	378	132	76	8	0	7	46	30	6
0	11	48	3	0	101	95	21	12	1	97	37	382	124	72	4	2	7	42	31	6
1	6	48	2	0	91	83	15	27	1	89	30	381	140	63	2	1	5	38	32	3
0	2	36	4	0	84	90	19	25	1	92	29	375	108	78	5	0	4	35	23	0
3	13	31	5	0	81	93	13	14	0	86	29	365	158	65	4	1	4	33	41	2
1	6	34	6	1	97	77	17	13	0	100	31	385	117	77	1	3	4	27	42	7
1	11	39	3	0	89	82	18	25	0	83	29	373	141	68	2	1	5	46	33	4
2	11	50	4	4	106	91	22	15	0	83	35	372	139	66	3	0	3	33	37	3
2	12	41	4	1	96	83	15	21	4	88	33	380	122	70	6	2	7	39	25	4
1	9	46	2	1	96	96	8	18	0	91	38	370	132	83	10	2	3	36	29	4
1	6	36	3	0	110	84	14	18	0	83	30	365	131	74	5	3	8	30	40	5
0	5	38	2	0	100	83	16	27	2	100	28	364	140	73	3	1	4	38	27	4
2	11	43	1	1	93	83	11	22	2	97	29	355	149	75	5	1	6	35	35	1
1	8	50	4	1	102	92	14	13	3	103	39	391	120	81	4	0	8	38	23	2
0	8	45	4	2	94	78	14	23	1	97	26	375	132	71	7	1	4	31	28	3
0	8	42	3	1	103	103	23	12	0	91	38	375	147	66	3	1	3	41	37	1
0	11	39	7	0	100	70	17	19	3	92	24	375	137	68	6	0	5	43	34	4
2	11	39	5	0	83	86	22	21	3	101	25	360	144	93	7	1	2	25	34	7
1	10	46	6	0	101	91	21	20	3	81	30	365	138	61	6	3	5	42	44	3
0	7	41	4	1	81	74	14	23	4	98	24	376	132	62	3	0	4	48	37	2
0	8	48	5	2	90	88	20	21	2	87	21	371	134	67	8	0	3	44	19	1
1	9	44	4	0	86	87	29	20	1	80	31	388	127	59	9	0	4	36	36	6
3	9	46	4	0	87	86	18	16	2	90	21	366	125	70	8	2	2	47	28	1
0	7	48	7	2	102	88	17	26	1	97	33	353	149	70	10	0	2	38	33	6
1	10	42	4	1	85	75	17	17	1	87	31	382	147	57	7	2	3	34	44	5
1	9	43	5	2	103	101	20	17	1	89	37	384	152	78	6	1	5	36	32	4
0	12	42	7	0	105	89	28	18	1	108	33	377	132	80	10	0	3	47	35	3
5	15	47	6	2	95	83	28	19	1	84	35	368	137	61	6	1	8	40	27	4
3	14	49	2	0	90	91	17	21	0	94	29	368	164	65	5	0	3	39	30	1
0	6	38	3	0	83	81	19	19	2	93	23	373	145	67	8	0	6	34	27	5
2	10	52	4	0	101	92	19	19	2	106	36	375	131	86	6	0	4	36	33	2
1	11	39	4	1	102	84	14	16	1	76	33	370	140	69	6	2	1	40	33	2
0	6	37	6	2	74	95	13	19	0	102	26	362	139	83	4	0	3	36	30	3
1	13	39	4	3	91	100	12	13	1	97	41	378	125	77	8	0	4	33	29	5
0	8	39	6	1	87	84	12	25	2	90	34	378	135	66	7	0	2	48	41	4
0	9	53	4	1	96	74	10	16	0	97	34	392	111	74	9	3	3	41	40	4
1	9	52	2	0	91	104	14	15	0	101	32	389	127	70	9	2	2	40	20	2
0	10	33	4	1	96	84	22	17	0	86	26	358	135	85	5	1	4	31	34	4
1	8	46	4	0	90	82	13	21	2	90	28	382	127	63	5	2	3	38	34	5
0	7	40	4	0	109	81	26	22	0	88	37	378	145	64	4	0	6	40	32	4
0	6	38	3	2	75	90	16	11	2	87	30	371	140	70	6	0	5	29	31	6
2	7	40	4	0	95	76	14	19	0	97	31	355	135	77	8	0	2	29	33	2
2	7	40	2	2	89	84	21	21	1	90	23	380	125	71	2	0	4	49	22	3
1	7	45	3	1	99	89	20	15	1	104	32	382	116	77	5	1	5	29	22	4
1	6	48	5	0	99	91	17	13	2	102	28	364	137	82	9	0	6	30	31	2
1	9	48	10	1	97	91	17	18	1	87	37	367	137	83	3	2	1	42	39	3
1	8	49	5	1	105	91	18	21	2	90	35	378	142	76	9	0	5	37	24	5
0	8	44	4	0	98	82	12	15	0	93	35	385	121	61	3	1	8	41	27	2
0	9	45	2	0	86	85	17	12	0	96	28	386	117	77	3	0	5	38	26	1
0	6	46	2	0	108	75	13	19	2	89	32	365	129	71	10	1	3	44	37	3
0	10	53	2	0	86	90	12	24	0	95	27	372	132	75	6	3	5	41	31	3
0	8	34	1	0	89	87	14	21	1	95	23	361	137	58	7	0	5	36	30	4
0	10	45	5	3	92	82	20	19	2	98	20	375	145	71	7	0	4	36	30	3
1	7	42	6	1	103	101	16	20	0	91	36	381	129	72	4	1	3	35	26	1
1	11	46	4	0	96	78	13	21	0	90	40	364	155	78	2	3	4	37	46	3
0	7	49	10	1	94	86	20	15	2	99	25	385	138	67	5	0	5	32	34	3
0	8	39	3	0	91	69	15	22	0	94	27	383	133	68	11	0	7	33	31	2
2	10	34	3	2	92	77	12	17	1	80	32	381	133	63	1	0	3	38	33	4
1	10	38	2	1	93	85	10	26	3	91	35	367	146	68	2	0	3	38	27	4
2	7	43	2	0	84	70	13	19	2	103	29	352	147	82	3	1	5	36	30	2
1	5	36	0	1	85	78	19	22	1	71	31	364	148	63	7	0	2	43	37	3
1	5	44	4	0	114	82	20	11	0	107	37	385	131	60	3	0	6	44	41	5
0	10	40	5	1	99	80	21	20	3	81	34	373	142	76	7	0	2	30	34	3
2	10	43	2	1	104	105	24	25	0	89	36	361	146	80	3	0	4	32	28	1
1	12	49	3	0	85	78	18	17	4	95	28	363	161	75	2	1	5	44	41	5
1	6	40	6	1	101	88	21	19	1	86	29	364	145	74	2	0	4	36	32	5
0	13	39	5	0	87	74	13	12	1	94	24	379	136	62	3	1	1	36	40	3
1	12	46	7	2	86	88	14	12	1	108	29	383	118	80	7	0	2	35	30	4
2	9	40	5	0	90	74	15	21	1	101	19	369	136	84	5	0	4	38	29	4
2	15	44	3	1	98	94	11	22	0	87	32	352	147	74	4	0	3	34	32	4
1	14	40	1	0	92	96	13	17	2	86	37	371	141	84	5	1	4	33	30	1
0	10	41	1	0	88	80	12	19	1	104	27	378	138	73	1	2	5	31	35	3
0	10	47	7	0	80	88	17	17	2	98	27	381	130	78	9	2	1	39	37	2
1	11	53	6	1	101	113	24	18	1	87	39	388	132	66	8	2	8	42	30	3
1	16	39	4	1	93	82	10	19	5	102	38	362	155	65	7	4	11	35	35	3
1	7	43	2	0	89	66	13	20	2	94	24	376	140	63	6	0	5	40	32	2
1	13	41	9	1	94	90	17	21	1	93	21	354	140	75	6	0	6	36	26	1
0	11	42	3	1	112	70	16	13	1	92	28	378	135	72	10	0	5	30	35	4
1	7	45	2	1	103	100	14	15	2	87	34	372	143	84	4	1	4	35	37	0
1	11	37	1	1	81	99	14	24	2	93	29	368	137	65	7	1	7	42	32	3
2	9	52	4	0	99	93	19	24	2	109	43	358	142	84	8	0	2	36	44	4
3	14	43	1	1	91	81	15	20	0	84	29	371	136	69	3	1	2	39	32	2
1	9	44	8	1	97	89	19	18	1	100	38	364	130	95	5	0	5	40	27	1
1	9	44	2	3	91	89	15	16	1	92	22	380	133	71	4	1	7	33	28	1
0	10	42	6	1	97	88	22	15	0	98	27	378	150	65	2	1	4	33	29	6
1	9	39	5	2	100	98	18	15	1	87	32	380	136	56	7	0	6	39	37	1
1	6	54	8	1	94	101	16	15	0	100	33	384	129	87	8	0	7	35	33	3
0	6	51	1	2	99	93	16	19	2	97	32	374	138	63	4	1	3	30	32	1
0	10	50	4	1	90	89	21	21	3	105	35	366	143	71	6	4	7	38	40	4
1	7	49	5	1	93	93	17	13	2	81	29	367	144	71	9	1	1	54	37	2
0	7	42	4	0	83	91	14	20	2	89	32	374	132	71	11	1	6	37	28	1
0	8	42	6	1	82	76	16	20	3	85	26	368	123	74	4	1	4	37	35	4
1	10	41	4	1	93	89	16	16	0	100	31	380	134	65	5	2	4	39	24	2
1	11	40	4	0	89	71	16	24	2	86	20	356	155	80	3	0	7	35	38	2
3	7	51	1	3	114	86	17	14	3	91	36	387	141	80	8	1	1	48	32	4
2	10	43	5	0	100	96	10	19	1	81	33	377	142	90	9	1	5	29	35	3
0	6	34	6	1	95	91	16	13	3	76	41	369	139	79	4	1	7	37	33	4
2	10	42	6	0	89	110	21	20	2	89	29	353	139	78	3	2	3	36	27	0
0	15	36	4	2	108	85	12	20	2	93	47	368	141	79	3	0	8	41	35	4
1	14	50	3	1	92	74	18	17	0	109	24	380	122	65	4	1	1	51	27	3
0	6	40	3	1	103	86	11	19	1	93	37	374	139	60	8	1	4	45	42	2
0	8	43	2	0	94	76	19	28	2	97	31	366	145	77	2	0	4	42	35	4
0	11	53	5	2	120	80	18	10	2	99	39	380	138	74	7	1	5	34	31	4
1	12	51	3	1	91	104	14	23	1	97	31	365	144	73	5	0	6	33	24	2
0	8	50	5	0	96	84	22	20	2	94	29	371	131	81	9	0	7	30	38	5
0	12	43	8	1	100	84	17	17	2	91	30	386	127	67	3	0	4	37	33	3
1	8	37	0	0	91	99	14	17	2	104	34	362	148	80	2	2	3	37	28	5
0	16	60	1	2	99	86	17	16	1	88	39	361	142	89	7	0	5	31	45	6
0	6	49	4	0	87	74	22	20	1	95	25	380	130	60	2	0	4	38	37	2
0	6	34	3	0	96	76	19	28	3	95	29	371	140	62	4	2	5	33	44	4
2	7	42	3	1	107	100	14	19	1	103	41	375	137	67	6	2	7	33	33	2
0	7	45	5	1	97	106	14	20	0	102	35	383	132	75	6	0	1	39	32	4
1	9	38	3	2	83	85	14	27	4	73	28	370	147	71	6	0	4	32	32	6
1	8	43	5	0	91	93	17	12	1	95	25	381	126	65	5	1	3	41	30	5
0	13	43	3	0	98	103	15	20	1	90	41	374	138	86	3	3	7	46	31	3
1	9	39	6	1	102	71	16	20	1	95	28	379	144	69	3	0	4	34	27	5
0	10	36	1	0	98	75	9	18	0	78	32	371	139	61	3	1	2	42	38	2
0	5	38	2	0	82	90	25	12	2	101	29	375	128	85	6	0	1	38	29	3
1	5	42	3	0	95	88	9	30	2	101	34	357	144	67	2	0	2	32	38	5
1	10	50	5	1	99	102	14	19	1	117	42	371	142	73	9	3	5	43	31	1
0	11	44	6	2	95	85	17	23	0	109	32	355	161	86	7	0	7	29	24	2
1	8	39	6	1	89	109	21	19	0	108	32	358	128	90	5	2	3	29	35	3
0	4	45	5	1	89	79	23	10	2	93	28	386	132	60	7	1	2	43	39	5
2	6	41	2	0	96	90	19	18	3	105	35	376	133	65	8	1	4	40	38	3
0	10	44	3	1	98	89	17	19	2	91	34	378	136	61	6	1	4	41	30	3
0	6	54	4	0	108	86	15	15	2	104	41	373	143	73	9	1	0	32	37	1
0	9	41	5	1	92	79	13	17	1	96	30	382	155	76	5	2	4	38	40	1
0	9	41	5	0	93	76	22	25	2	97	29	371	145	76	3	1	2	40	32	3
1	4	40	2	1	106	82	13	16	3	95	25	380	125	69	5	0	2	54	29	3
1	10	32	1	1	90	80	14	20	1	97	30	373	146	66	5	2	6	25	31	1
0	9	50	9	0	83	73	19	20	2	95	25	365	138	79	8	1	2	45	35	2
0	10	42	3	1	91	92	19	13	1	99	28	358	146	97	6	0	5	43	35	10
0	7	45	5	0	87	68	19	17	0	81	23	364	131	87	12	2	3	36	35	4
0	10	45	5	1	92	92	20	20	1	84	30	371	138	76	6	3	6	33	32	3
1	5	38	6	0	100	82	16	18	1	92	36	380	128	74	6	0	2	33	27	3
1	10	44	4	2	89	101	18	21	1	119	34	369	141	70	0	0	4	31	33	3
0	9	35	5	0	92	103	15	16	4	95	36	382	129	74	4	1	5	36	34	1
0	8	50	3	1	101	86	9	18	0	96	31	380	120	62	3	1	6	38	36	4
0	6	48	3	0	86	89	12	16	1	99	29	373	138	65	12	1	2	36	28	2
0	5	48	2	0	102	83	20	20	1	97	37	379	123	59	9	1	3	34	38	4
1	6	42	3	0	102	96	19	17	3	89	38	375	148	73	3	0	3	36	44	4
1	12	44	6	0	104	93	19	14	0	104	38	374	139	75	9	1	2	27	33	1
2	12	51	9	0	107	91	18	22	1	117	39	363	134	86	7	1	5	32	37	4
4	12	44	4	2	88	92	19	16	2	95	32	378	144	66	3	0	3	40	28	3
1	5	38	6	1	86	111	12	23	1	102	43	389	126	56	4	0	4	33	28	2
1	2	39	1	1	80	91	15	20	4	97	27	364	145	74	7	1	7	43	41	1
1	6	46	7	0	106	82	21	21	1	111	30	380	122	69	9	1	3	44	33	1
0	15	41	2	1	101	86	23	18	3	90	28	372	135	74	8	0	7	47	32	3
0	6	37	4	0	97	85	20	18	1	107	31	374	123	68	4	0	6	44	29	4
0	10	41	6	3	96	91	20	23	1	91	39	364	147	68	10	1	2	39	30	4
0	10	59	6	0	104	93	21	26	2	99	33	374	135	65	10	2	5	39	30	2
1	17	48	5	0	83	84	23	22	0	96	30	379	134	69	4	2	2	27	39	2
0	8	44	3	0	89	80	16	20	0	85	28	368	137	70	3	1	4	37	35	3
2	8	33	3	0	68	82	18	16	2	75	19	368	139	60	6	1	5	27	36	3
0	15	38	3	0	88	86	15	21	0	81	32	377	140	72	5	0	5	34	27	2
0	7	46	5	1	98	85	17	18	0	99	33	385	134	82	9	1	5	36	31	2
0	7	44	0	1	83	90	10	20	4	98	30	392	125	62	5	2	5	49	27	1
0	8	43	6	0	104	75	17	18	0	90	30	369	124	79	8	0	3	37	26	3
2	13	41	3	0	109	94	25	25	3	91	38	369	139	86	4	1	0	34	36	3
0	10	39	2	0	90	72	15	21	2	93	32	360	152	77	3	1	5	39	42	6
1	5	49	6	0	98	78	13	16	1	98	19	368	125	75	8	0	7	41	33	5
2	17	51	6	0	106	88	21	20	1	91	34	377	156	73	5	0	10	30	43	7
0	11	48	3	1	94	99	8	23	1	86	38	360	152	56	1	0	5	46	36	3
1	9	49	5	0	108	75	14	18	2	99	30	371	144	79	3	0	6	35	34	1
0	10	47	6	1	96	90	20	14	1	85	24	382	136	71	1	0	4	50	22	3
0	9	43	2	0	98	81	18	20	0	90	31	372	138	80	5	2	2	42	32	4
2	11	49	1	1	94	92	17	12	3	102	28	364	132	84	4	1	6	35	29	2
1	7	42	2	0	96	72	19	15	2	92	28	388	110	78	3	0	7	42	31	5
0	7	47	4	0	109	83	13	18	2	97	33	369	137	72	6	2	2	36	33	3
1	5	42	5	0	89	83	12	19	4	104	33	373	127	74	9	0	3	33	33	5
0	11	53	5	1	86	80	8	23	3	93	29	371	131	78	1	1	3	44	30	1
0	8	42	0	0	85	73	19	18	0	92	21	359	145	67	6	1	4	34	34	6
1	11	43	6	0	103	95	19	19	0	89	44	375	137	82	6	0	5	35	29	3
0	4	47	5	0	91	89	21	23	4	88	31	367	140	74	5	3	5	32	32	2
0	12	44	5	0	102	99	18	9	1	100	28	368	120	85	8	1	5	37	30	1
2	15	46	6	1	102	96	22	14	3	86	33	380	137	66	12	2	5	42	25	3
1	15	44	7	0	105	95	22	17	2	103	32	352	150	76	10	1	3	35	31	4
4	6	53	5	0	92	98	8	7	1	103	32	395	113	73	4	1	8	37	26	3
2	10	41	4	0	91	82	12	15	1	74	32	377	148	65	7	0	6	37	32	1
2	6	48	1	0	93	69	15	15	3	91	28	389	123	59	6	0	2	32	32	3
1	11	45	10	0	106	99	16	15	1	106	40	370	143	77	6	1	3	27	34	3
2	12	45	3	0	93	70	13	15	3	84	27	374	133	67	5	0	4	38	29	3
2	10	48	4	1	103	92	13	17	1	105	40	370	137	70	4	1	3	36	37	0
0	12	50	6	0	88	82	16	15	1	95	26	368	148	70	10	0	2	41	37	2
1	8	47	1	0	84	90	13	10	0	101	27	394	124	69	8	0	6	48	39	0
2	9	46	4	2	91	92	21	17	2	91	36	370	131	64	4	0	2	36	37	4
0	7	41	2	1	97	89	23	26	1	101	33	374	146	66	5	0	4	27	37	3
0	7	50	4	2	105	97	18	14	0	108	40	371	140	70	7	3	3	32	44	3
0	14	50	5	0	98	79	21	25	0	100	22	379	135	65	7	1	6	45	22	3
0	6	39	3	3	94	97	20	24	2	87	30	371	142	73	9	0	5	34	24	5
1	11	40	4	4	97	92	17	17	1	100	37	373	143	77	5	1	3	24	34	0
0	10	42	3	0	92	96	22	20	2	94	36	360	152	62	5	1	5	41	44	6
1	5	38	4	1	103	84	16	17	1	82	34	379	128	73	8	1	6	49	34	5
2	8	52	5	1	110	76	14	23	1	84	33	371	144	61	7	0	4	44	34	6
1	9	40	8	2	104	98	20	15	1	84	29	376	132	85	6	1	6	42	25	4
0	8	33	1	2	99	92	12	17	0	99	39	369	139	82	9	1	2	32	36	6
0	13	43	1	1	106	81	20	12	2	97	34	368	145	80	9	1	3	35	35	3
0	11	38	3	0	81	85	23	22	0	85	29	374	132	62	7	1	5	33	55	4
0	11	47	3	1	93	94	11	13	2	77	26	375	128	73	8	3	2	39	27	5
0	8	31	4	1	95	90	16	13	1	90	38	378	124	70	5	1	5	30	36	2
0	10	42	4	1	89	91	16	15	0	90	27	374	140	76	5	0	3	41	30	1
2	13	46	5	1	104	81	14	18	1	87	35	371	137	63	6	1	7	39	29	1
1	5	42	4	1	97	78	14	17	0	100	33	384	133	71	1	0	5	40	33	2
0	6	41	6	0	90	98	16	15	2	97	35	376	126	75	7	0	3	32	38	3
0	9	45	6	0	101	86	13	20	0	105	33	368	136	88	11	1	2	24	34	1
1	9	37	2	0	89	75	15	19	2	98	17	370	150	70	3	0	3	45	28	6
1	10	53	6	0	120	90	17	16	2	105	43	376	136	70	6	1	7	40	34	3
0	4	49	3	1	93	92	18	19	1	92	23	379	134	77	5	1	7	35	26	1
1	8	49	2	1	124	89	19	13	2	98	40	368	139	79	5	2	6	40	47	4
0	9	41	5	1	100	81	13	15	0	100	30	370	127	72	3	0	9	38	28	2
1	7	45	6	0	89	96	18	25	0	103	34	370	143	75	9	0	4	36	25	6
2	7	46	5	0	84	85	17	10	0	107	24	386	115	79	9	0	2	38	32	3
0	12	45	8	0	89	75	20	15	2	105	34	368	136	81	4	0	3	31	34	6
3	9	39	2	1	108	87	20	10	1	100	41	376	131	74	3	0	10	34	44	2
0	10	51	4	0	90	85	22	16	0	101	29	378	136	74	3	0	6	31	38	1
0	10	52	2	1	89	86	21	11	3	102	26	376	127	71	6	1	3	34	34	2
0	9	46	2	1	92	64	14	20	2	80	26	364	123	77	5	1	3	38	29	4
1	3	38	5	1	100	88	9	15	0	87	37	379	138	64	4	1	6	36	35	4
1	9	39	5	1	97	85	12	16	0	87	28	365	136	85	14	2	2	29	32	1
0	9	43	4	3	98	103	26	18	1	98	38	368	151	74	10	0	4	26	40	6
0	7	38	0	1	94	88	8	13	2	78	37	380	131	74	1	1	0	41	24	2
1	10	44	0	1	107	77	17	16	1	71	33	375	154	61	4	0	4	42	45	2
0	10	47	6	2	100	87	16	25	0	93	38	370	135	78	3	0	7	42	30	1
2	7	43	3	0	92	78	11	13	3	83	34	373	128	84	4	2	7	37	32	3
1	10	46	5	1	108	76	13	17	0	101	32	366	128	73	6	0	7	29	26	1
0	7	44	6	0	93	93	27	20	2	90	22	373	132	61	7	0	4	37	34	4
1	10	42	4	1	108	80	19	24	1	97	35	366	143	77	3	1	3	40	37	2
1	7	40	2	0	103	98	18	20	0	84	33	375	124	86	4	1	5	34	28	1
0	9	41	3	0	102	88	15	20	1	107	36	374	125	72	6	2	3	36	31	2
0	12	47	4	0	95	87	13	20	0	87	28	376	126	68	8	0	4	40	32	1
2	7	37	5	0	92	83	13	16	0	104	26	388	126	64	5	0	2	35	34	4
0	12	50	1	0	87	91	17	21	1	91	26	367	140	85	3	1	5	29	36	2
1	14	44	2	0	85	87	19	20	3	100	29	365	132	63	12	1	5	31	42	0
0	9	28	2	0	86	98	19	20	0	85	29	371	141	62	5	1	7	33	38	3
1	8	52	5	0	99	87	16	11	0	93	26	378	135	73	12	1	3	44	27	1
2	9	49	6	0	104	90	17	15	2	94	35	381	137	69	3	1	4	35	37	4
2	14	57	10	1	102	101	18	13	0	96	38	374	131	93	6	0	0	40	38	1
1	17	43	3	0	97	85	23	21	1	112	27	367	136	78	6	0	8	36	29	5
0	10	41	2	0	94	70	15	18	1	80	28	371	150	58	6	0	6	40	37	6
0	6	49	4	0	85	76	14	19	0	95	21	378	136	67	5	1	2	34	35	3
1	9	44	3	0	96	105	20	23	0	83	35	365	152	66	5	0	6	38	37	4
0	7	37	1	0	102	76	12	24	0	102	25	375	146	79	5	0	3	42	36	2
0	11	48	5	0	85	87	18	16	1	93	28	343	139	79	3	1	8	37	34	2
1	7	36	2	1	85	83	9	22	2	89	32	374	133	69	6	1	6	44	30	4
0	5	52	6	0	109	70	16	22	0	94	31	370	128	68	3	0	5	56	39	5
1	8	44	5	0	91	93	23	32	1	96	26	353	153	71	3	1	4	27	35	2
1	10	47	3	0	94	90	14	18	1	105	35	360	134	74	6	3	3	32	31	3
0	10	40	3	0	90	82	18	23	1	91	28	370	153	57	7	1	3	26	42	6
0	8	49	5	1	100	88	18	18	6	108	39	356	152	72	5	1	5	36	46	5
3	5	43	4	0	97	87	18	20	0	80	32	366	136	70	8	0	2	37	38	5
0	12	34	5	0	90	81	14	25	2	82	29	365	140	71	5	2	3	31	27	3
0	6	46	1	0	99	95	16	27	0	94	30	371	121	71	5	1	9	32	24	1
1	8	51	10	1	103	87	17	18	0	97	35	350	152	76	8	2	5	33	30	4
1	10	39	5	0	91	84	16	22	1	106	32	382	134	73	5	0	6	45	28	5
0	9	42	1	1	90	79	13	19	3	82	21	372	139	73	5	0	2	37	31	2
0	9	39	6	1	87	91	15	18	2	92	34	382	134	59	6	1	4	45	25	1
1	9	41	4	1	105	84	22	4	2	90	34	372	124	70	9	2	3	30	35	4
1	10	52	3	2	95	94	16	12	0	91	26	364	138	85	5	1	3	39	25	3
0	6	46	6	0	94	87	9	21	1	91	31	368	152	63	8	1	3	36	32	3
1	16	38	6	0	82	79	9	22	0	91	21	357	158	78	7	0	3	35	28	1
1	7	45	1	0	106	93	17	24	2	100	35	395	128	67	4	1	6	48	31	1
0	8	44	6	1	104	79	15	17	5	95	31	385	117	73	5	0	4	41	26	1
1	9	45	4	0	88	80	22	27	0	90	23	355	142	83	7	1	7	38	28	5
1	8	41	9	1	97	74	15	21	2	95	30	389	133	59	3	0	5	46	27	3
0	8	45	1	2	109	97	20	15	0	81	42	379	132	62	6	2	4	37	29	3
1	6	36	5	1	101	76	10	22	1	94	44	368	133	76	3	1	6	36	40	5
0	11	49	5	1	92	97	9	27	2	90	38	376	136	56	3	1	3	40	31	2
2	11	40	3	3	85	91	21	18	1	104	29	359	143	77	6	0	6	33	26	2
0	13	43	2	0	90	104	14	18	0	103	36	387	123	72	4	1	3	29	26	0
0	6	34	8	0	99	92	21	22	2	94	31	377	129	68	4	1	5	35	38	7
0	13	47	2	0	100	89	16	23	4	107	37	379	139	79	7	1	5	42	39	1
1	11	53	6	0	104	91	16	21	2	105	35	380	141	75	1	1	6	37	29	1
1	9	43	5	1	92	85	18	22	3	92	33	379	148	61	4	0	2	38	37	4
1	10	42	4	1	97	85	17	25	0	85	33	352	160	81	6	1	2	39	36	3
0	12	46	3	0	93	82	19	21	0	82	37	367	146	67	4	0	4	31	31	4
3	10	44	4	0	97	83	20	16	1	104	37	392	130	65	7	2	6	44	33	4
3	9	51	3	0	92	92	26	18	2	92	28	373	136	77	8	1	4	37	46	3
1	9	43	4	0	105	88	22	17	2	95	31	381	141	69	7	1	6	37	32	2
2	10	42	1	0	118	88	27	20	1	93	37	365	146	73	3	2	4	32	38	3
0	7	42	2	3	104	77	16	25	1	80	39	364	137	75	8	1	4	35	39	1
1	10	47	1	0	101	78	17	24	2	97	26	371	136	68	3	4	5	43	35	3
0	6	41	4	0	92	85	15	20	1	95	27	378	129	79	9	1	2	37	27	2
1	12	34	6	1	98	95	15	20	0	89	44	366	149	82	8	0	6	35	29	2
3	12	40	5	1	100	68	22	15	2	100	29	375	145	65	7	0	5	47	40	3
0	10	54	4	0	101	91	22	19	1	79	32	367	151	70	9	0	5	43	31	4
1	17	52	0	1	89	91	20	18	2	96	42	367	134	72	5	3	6	33	29	1
1	11	43	4	0	83	93	12	21	0	100	31	374	138	72	6	1	3	38	37	3
0	9	57	3	0	101	73	12	23	2	93	37	363	148	61	7	0	4	38	37	2
1	9	44	7	2	112	91	23	18	2	114	34	387	125	71	7	1	3	30	34	1
1	7	41	5	0	98	86	12	18	2	86	36	365	131	66	7	2	3	31	32	4
1	9	49	5	0	77	87	12	21	3	88	31	369	133	69	6	0	4	35	30	0
1	9	35	2	0	91	87	6	21	1	92	37	375	137	63	6	0	3	39	28	0
1	6	48	4	3	94	101	11	13	1	90	45	373	134	72	4	1	2	37	33	1
0	9	42	2	1	101	87	20	18	2	96	32	380	139	79	3	0	2	43	34	2
0	10	44	7	1	86	84	14	28	2	85	31	353	156	75	6	1	3	47	35	6
1	7	38	3	0	106	88	16	21	1	93	38	369	138	79	9	0	9	46	29	6
1	10	38	2	0	103	91	18	22	1	78	34	350	158	64	5	2	3	34	35	3
1	11	37	9	0	91	92	18	25	2	89	30	364	126	81	1	0	8	41	31	2
2	14	53	3	3	98	77	12	19	2	92	27	381	125	69	7	0	4	44	33	2
1	8	46	2	0	81	77	15	23	3	119	25	362	142	74	6	1	6	36	31	3
1	9	36	2	2	88	82	18	20	1	97	29	354	156	69	7	0	4	43	53	4
2	6	44	2	1	85	86	18	19	1	84	32	365	137	66	6	2	1	27	28	1
0	9	31	5	0	95	89	21	27	1	102	32	366	146	72	6	1	3	34	33	6
1	8	41	2	1	104	86	18	16	3	99	33	361	155	75	7	0	6	32	38	4
2	9	44	3	0	96	90	16	16	3	89	33	377	137	70	6	1	4	55	30	4
2	7	42	5	0	98	74	15	20	2	81	29	366	127	75	5	2	3	32	29	2
1	8	45	5	0	85	79	13	12	1	99	26	381	121	79	10	0	2	38	42	1
0	9	40	6	0	94	85	14	16	2	81	29	379	132	77	9	1	5	37	33	4
1	9	49	3	1	110	100	24	28	2	111	40	362	134	75	6	0	3	34	26	5
1	9	41	6	1	88	94	27	21	0	97	31	368	134	75	7	0	7	40	39	4
0	9	39	2	1	99	79	16	23	0	70	27	356	147	85	3	0	5	42	33	2
0	14	47	5	1	102	97	13	23	2	101	38	370	144	78	7	1	8	35	32	2
1	10	30	2	1	89	87	15	22	0	78	29	361	149	61	3	0	4	40	33	3
0	8	50	9	1	92	83	22	15	4	91	24	386	125	81	3	2	4	41	32	4
0	12	50	7	1	86	78	20	14	3	90	25	378	137	75	5	0	7	32	34	4
0	10	44	6	0	95	71	18	21	0	94	33	369	126	66	3	0	5	37	44	2
3	7	48	6	0	80	93	21	20	0	87	25	393	113	73	5	0	3	36	32	2
0	10	59	6	0	115	83	15	21	2	86	38	362	135	85	1	2	3	33	37	1
0	11	42	2	2	92	87	15	24	3	93	27	371	134	81	6	0	7	40	24	3
